state,city_slug,city_name,facilities,band,live
montana,plentywood,Plentywood,1,1-4,f
montana,polson,Polson,1,1-4,f
montana,poplar,Poplar,1,1-4,f
montana,red-lodge,Red Lodge,1,1-4,f
montana,ronan,Ronan,1,1-4,f
montana,saint-ignatius,Saint Ignatius,1,1-4,f
montana,shelby,Shelby,1,1-4,f
montana,stevensville,Stevensville,1,1-4,f
montana,superior,Superior,1,1-4,f
montana,troy,Troy,1,1-4,f
montana,whitefish,Whitefish,1,1-4,f
nebraska,auburn,Auburn,1,1-4,f
nebraska,crete,Crete,1,1-4,f
nebraska,david-city,David City,1,1-4,f
nebraska,fairbury,Fairbury,1,1-4,f
nebraska,geneva,Geneva,1,1-4,f
nebraska,gering,Gering,1,1-4,f
nebraska,holdrege,Holdrege,1,1-4,f
nebraska,madison,Madison,1,1-4,f
nebraska,mc-cook,,1,1-4,f
nebraska,mccook,McCook,1,1-4,f
nebraska,niobrara,Niobrara,1,1-4,f
nebraska,ogallala,Ogallala,1,1-4,f
nebraska,ord,Ord,1,1-4,f
nebraska,scottsbluff,Scottsbluff,1,1-4,f
nebraska,seward,Seward,1,1-4,f
nebraska,sidney,Sidney,1,1-4,f
nebraska,south-sioux-city,South Sioux City,1,1-4,f
nebraska,york,York,1,1-4,f
nevada,battle-mountain,Battle Mountain,1,1-4,f
nevada,ely,Ely,1,1-4,f
nevada,laughlin,Laughlin,1,1-4,f
nevada,lovelock,Lovelock,1,1-4,f
nevada,mesquite,Mesquite,1,1-4,f
nevada,panaca,Panaca,1,1-4,f
nevada,sparks,Sparks,1,1-4,f
nevada,yerington,Yerington,1,1-4,f
new-hampshire,bedford,Bedford,1,1-4,f
new-hampshire,bethlehem,Bethlehem,1,1-4,f
new-hampshire,bristol,Bristol,1,1-4,f
new-hampshire,canaan,Canaan,1,1-4,f
new-hampshire,canterbury,Canterbury,1,1-4,f
new-hampshire,center-ossipee,Center Ossipee,1,1-4,f
new-hampshire,colebrook,Colebrook,1,1-4,f
new-hampshire,conway,Conway,1,1-4,f
new-hampshire,dublin,Dublin,1,1-4,f
new-hampshire,exeter,Exeter,1,1-4,f
new-hampshire,gilford,Gilford,1,1-4,f
new-hampshire,greenland,Greenland,1,1-4,f
new-hampshire,hampstead,Hampstead,1,1-4,f
new-hampshire,hudson,Hudson,1,1-4,f
new-hampshire,lancaster,Lancaster,1,1-4,f
new-hampshire,merrimack,Merrimack,1,1-4,f
new-hampshire,newmarket,Newmarket,1,1-4,f
new-hampshire,north-conway,North Conway,1,1-4,f
new-hampshire,raymond,Raymond,1,1-4,f
new-hampshire,suncook,Suncook,1,1-4,f
new-hampshire,swanzey,Swanzey,1,1-4,f
new-hampshire,tilton,Tilton,1,1-4,f
new-hampshire,west-lebanon,West Lebanon,1,1-4,f
new-hampshire,whitefield,Whitefield,1,1-4,f
new-jersey,alloway,Alloway,1,1-4,f
new-jersey,atco,Atco,1,1-4,f
new-jersey,atlantic-highlands,Atlantic Highlands,1,1-4,f
new-jersey,avenel,Avenel,1,1-4,f
new-jersey,barnegat,Barnegat,1,1-4,f
new-jersey,bayville,Bayville,1,1-4,f
new-jersey,belle-mead,Belle Mead,1,1-4,f
new-jersey,berkeley-heights,Berkeley Heights,1,1-4,f
new-jersey,boonton,Boonton,1,1-4,f
new-jersey,clark,Clark,1,1-4,f
new-jersey,clementon,Clementon,1,1-4,f
new-jersey,cliffside-park,Cliffside Park,1,1-4,f
new-jersey,cliffwood,Cliffwood,1,1-4,f
new-jersey,clinton,Clinton,1,1-4,f
new-jersey,collingswood,Collingswood,1,1-4,f
new-jersey,cranford,Cranford,1,1-4,f
new-jersey,dover,Dover,1,1-4,f
new-jersey,dumont,Dumont,1,1-4,f
new-jersey,east-brunswick,East Brunswick,1,1-4,f
new-jersey,east-rutherford,East Rutherford,1,1-4,f
new-jersey,egg-harbor-city,Egg Harbor City,1,1-4,f
new-jersey,elizabethport,Elizabethport,1,1-4,f
new-jersey,elmer,Elmer,1,1-4,f
new-jersey,flanders,Flanders,1,1-4,f
new-jersey,fort-dix,Fort Dix,1,1-4,f
new-jersey,fort-lee,Fort Lee,1,1-4,f
new-jersey,galloway,Galloway,1,1-4,f
new-jersey,glassboro,Glassboro,1,1-4,f
new-jersey,gloucester-city,Gloucester City,1,1-4,f
new-jersey,haskell,Haskell,1,1-4,f
new-jersey,hawthorne,Hawthorne,1,1-4,f
new-jersey,hazlet,Hazlet,1,1-4,f
new-jersey,hightstown,Hightstown,1,1-4,f
new-jersey,howell,Howell,1,1-4,f
new-jersey,keansburg,Keansburg,1,1-4,f
new-jersey,lake-hopatcong,Lake Hopatcong,1,1-4,f
new-jersey,lawrence,Lawrence,1,1-4,f
new-jersey,ledgewood,Ledgewood,1,1-4,f
new-jersey,little-falls,Little Falls,1,1-4,f
new-jersey,magnolia,Magnolia,1,1-4,f
new-jersey,margate,Margate,1,1-4,f
new-jersey,margate-city,Margate City,1,1-4,f
new-jersey,millville,Millville,1,1-4,f
new-jersey,monroe-township,Monroe Township,1,1-4,f
new-jersey,montville,Montville,1,1-4,f
new-jersey,morris-plains,Morris Plains,1,1-4,f
new-jersey,mount-laurel,Mount Laurel,1,1-4,f
new-jersey,mountainside,Mountainside,1,1-4,f
new-jersey,mullica-hill,Mullica Hill,1,1-4,f
new-jersey,new-providence,New Providence,1,1-4,f
new-jersey,newfield,Newfield,1,1-4,f
new-jersey,norwood,Norwood,1,1-4,t
new-jersey,oceanport,Oceanport,1,1-4,f
new-jersey,oradell,Oradell,1,1-4,f
new-jersey,pennington,Pennington,1,1-4,f
new-jersey,penns-grove,Penns Grove,1,1-4,f
new-jersey,pennsauken,Pennsauken,1,1-4,f
new-jersey,pennsville,Pennsville,1,1-4,f
new-jersey,pine-brook,Pine Brook,1,1-4,f
new-jersey,pleasantville,Pleasantville,1,1-4,f
new-jersey,princeton-junction,Princeton Junction,1,1-4,f
new-jersey,rahway,Rahway,1,1-4,f
new-jersey,randolph,Randolph,1,1-4,f
new-jersey,ridgefield,Ridgefield,1,1-4,f
new-jersey,robbinsville,Robbinsville,1,1-4,f
new-jersey,saddle-brook,Saddle Brook,1,1-4,f
new-jersey,scotch-plains,Scotch Plains,1,1-4,f
new-jersey,secaucus,Secaucus,1,1-4,f
new-jersey,sewaren,Sewaren,1,1-4,f
new-jersey,sicklerville,Sicklerville,1,1-4,f
new-jersey,somerdale,Somerdale,1,1-4,f
new-jersey,south-plainfield,South Plainfield,1,1-4,f
new-jersey,stanhope,Stanhope,1,1-4,f
new-jersey,stirling,Stirling,1,1-4,f
new-jersey,teaneck,Teaneck,1,1-4,f
new-jersey,thorofare,Thorofare,1,1-4,f
new-jersey,towaco,Towaco,1,1-4,f
new-jersey,tuckerton,Tuckerton,1,1-4,f
new-jersey,union-city,Union City,1,1-4,f
new-jersey,vauxhall,Vauxhall,1,1-4,f
new-jersey,verona,Verona,1,1-4,f
new-jersey,villas,Villas,1,1-4,f
new-jersey,washington,Washington,1,1-4,f
new-jersey,watchung,Watchung,1,1-4,f
new-jersey,wayne,Wayne,1,1-4,f
new-jersey,west-milford,West Milford,1,1-4,f
new-jersey,whitehouse-station,Whitehouse Station,1,1-4,f
new-jersey,wildwood,Wildwood,1,1-4,f
new-jersey,woodbury,Woodbury,1,1-4,f
new-jersey,woodbury-heights,Woodbury Heights,1,1-4,f
new-jersey,wyckoff,Wyckoff,1,1-4,f
new-mexico,alamogordo,Alamogordo,1,1-4,f
new-mexico,anthony,Anthony,1,1-4,f
new-mexico,anton-chico,Anton Chico,1,1-4,f
new-mexico,artesia,Artesia,1,1-4,f
new-mexico,belen,Belen,1,1-4,f
new-mexico,coyote,Coyote,1,1-4,f
new-mexico,edgewood,Edgewood,1,1-4,f
new-mexico,embudo,Embudo,1,1-4,f
new-mexico,grants,Grants,1,1-4,f
new-mexico,hobbs,Hobbs,1,1-4,f
new-mexico,los-alamos,Los Alamos,1,1-4,f
new-mexico,mescalero,Mescalero,1,1-4,f
new-mexico,pecos,Pecos,1,1-4,f
new-mexico,penasco,Penasco,1,1-4,f
new-mexico,portales,Portales,1,1-4,f
new-mexico,pueblo-of-acoma,Pueblo of Acoma,1,1-4,f
new-mexico,quemado,Quemado,1,1-4,f
new-mexico,questa,Questa,1,1-4,f
new-mexico,reserve,Reserve,1,1-4,f
new-mexico,ribera,Ribera,1,1-4,f
new-mexico,roy,Roy,1,1-4,f
new-mexico,ruidoso,Ruidoso,1,1-4,f
new-mexico,santa-rosa,Santa Rosa,1,1-4,f
new-mexico,santa-teresa,Santa Teresa,1,1-4,f
new-mexico,shiprock,Shiprock,1,1-4,f
new-mexico,springer,Springer,1,1-4,f
new-mexico,sunland-park,Sunland Park,1,1-4,f
new-mexico,thoreau,Thoreau,1,1-4,f
new-mexico,truchas,Truchas,1,1-4,f
new-mexico,tucumcari,Tucumcari,1,1-4,f
new-mexico,velarde,Velarde,1,1-4,f
new-mexico,wagon-mound,Wagon Mound,1,1-4,f
new-mexico,zuni,Zuni,1,1-4,f
new-york,akwesasne,Akwesasne,1,1-4,f
new-york,amityville,Amityville,1,1-4,f
new-york,appleton,Appleton,1,1-4,f
new-york,arverne,Arverne,1,1-4,f
new-york,baldwin,Baldwin,1,1-4,f
new-york,barryville,Barryville,1,1-4,f
new-york,bath,Bath,1,1-4,f
new-york,bay-shore,Bay Shore,1,1-4,f
new-york,bellerose,Bellerose,1,1-4,f
new-york,bethpage,Bethpage,1,1-4,f
new-york,blauvelt,Blauvelt,1,1-4,f
new-york,bohemia,Bohemia,1,1-4,f
new-york,bowmansville,Bowmansville,1,1-4,f
new-york,brewster,Brewster,1,1-4,f
new-york,cairo,Cairo,1,1-4,f
new-york,calverton,Calverton,1,1-4,f
new-york,canton,Canton,1,1-4,f
new-york,cassadaga,Cassadaga,1,1-4,f
new-york,catskill,Catskill,1,1-4,f
new-york,central-islip,Central Islip,1,1-4,f
new-york,cheektowaga,Cheektowaga,1,1-4,f
new-york,cohoes,Cohoes,1,1-4,f
new-york,corona,Corona,1,1-4,f
new-york,dansville,Dansville,1,1-4,f
new-york,delmar,Delmar,1,1-4,f
new-york,dix-hills,Dix Hills,1,1-4,f
new-york,dobbs-ferry,Dobbs Ferry,1,1-4,f
new-york,dover-plains,Dover Plains,1,1-4,f
new-york,east-amherst,East Amherst,1,1-4,f
new-york,east-aurora,East Aurora,1,1-4,f
new-york,east-hampton,East Hampton,1,1-4,f
new-york,eden,Eden,1,1-4,f
new-york,elizabethtown,Elizabethtown,1,1-4,f
new-york,evans-mills,Evans Mills,1,1-4,f
new-york,fallsburg,Fallsburg,1,1-4,f
new-york,farmington,Farmington,1,1-4,f
new-york,ferndale,Ferndale,1,1-4,f
new-york,fort-plain,Fort Plain,1,1-4,f
new-york,fresh-meadows,Fresh Meadows,1,1-4,f
new-york,geneseo,Geneseo,1,1-4,f
new-york,gloversville,Gloversville,1,1-4,f
new-york,goshen,Goshen,1,1-4,f
new-york,gouverneur,Gouverneur,1,1-4,f
new-york,greenport,Greenport,1,1-4,f
new-york,guilderland,Guilderland,1,1-4,f
new-york,hannibal,Hannibal,1,1-4,f
new-york,harrison,Harrison,1,1-4,f
new-york,haverstraw,Haverstraw,1,1-4,f
new-york,hawthorne,Hawthorne,1,1-4,f
new-york,hogansburg,Hogansburg,1,1-4,f
new-york,holtsville,Holtsville,1,1-4,f
new-york,howard-beach,Howard Beach,1,1-4,f
new-york,irvington,Irvington,1,1-4,f
new-york,islip,Islip,1,1-4,f
new-york,katonah,Katonah,1,1-4,f
new-york,keeseville,Keeseville,1,1-4,f
new-york,kenmore,Kenmore,1,1-4,f
new-york,lake-katrine,Lake Katrine,1,1-4,f
new-york,lakewood,Lakewood,1,1-4,f
new-york,lancaster,Lancaster,1,1-4,f
new-york,latham,Latham,1,1-4,f
new-york,levittown,Levittown,1,1-4,f
new-york,lewiston,Lewiston,1,1-4,f
new-york,liberty,Liberty,1,1-4,f
new-york,little-neck,Little Neck,1,1-4,f
new-york,lowville,Lowville,1,1-4,f
new-york,lyons,Lyons,1,1-4,f
new-york,machias,Machias,1,1-4,f
new-york,manhasset,Manhasset,1,1-4,f
new-york,massapequa,Massapequa,1,1-4,f
new-york,massapequa-park,Massapequa Park,1,1-4,f
new-york,mastic,Mastic,1,1-4,f
new-york,merrick,Merrick,1,1-4,f
new-york,mexico,Mexico,1,1-4,f
new-york,millbrook,Millbrook,1,1-4,f
new-york,monsey,Monsey,1,1-4,f
new-york,morrisonville,Morrisonville,1,1-4,f
new-york,mount-morris,Mount Morris,1,1-4,f
new-york,new-hyde-park,New Hyde Park,1,1-4,f
new-york,new-windsor,New Windsor,1,1-4,f
new-york,newfane,Newfane,1,1-4,f
new-york,north-babylon,North Babylon,1,1-4,f
new-york,north-collins,North Collins,1,1-4,f
new-york,northport,Northport,1,1-4,f
new-york,norwich,Norwich,1,1-4,f
new-york,nyack,Nyack,1,1-4,f
new-york,oakdale,Oakdale,1,1-4,f
new-york,old-bethpage,Old Bethpage,1,1-4,f
new-york,ossining,Ossining,1,1-4,f
new-york,ovid,Ovid,1,1-4,f
new-york,owego,Owego,1,1-4,f
new-york,ozone-park,Ozone Park,1,1-4,f
new-york,penn-yan,Penn Yan,1,1-4,f
new-york,pittsford,Pittsford,1,1-4,f
new-york,plainview,Plainview,1,1-4,f
new-york,port-chester,Port Chester,1,1-4,f
new-york,port-washington,Port Washington,1,1-4,f
new-york,ridgewood,Ridgewood,1,1-4,f
new-york,roosevelt,Roosevelt,1,1-4,f
new-york,rosedale,Rosedale,1,1-4,f
new-york,roslyn-heights,Roslyn Heights,1,1-4,f
new-york,schoharie,Schoharie,1,1-4,f
new-york,schuyler-falls,Schuyler Falls,1,1-4,f
new-york,south-salem,South Salem,1,1-4,f
new-york,springville,Springville,1,1-4,f
new-york,sunnyside,Sunnyside,1,1-4,f
new-york,syosset,Syosset,1,1-4,f
new-york,ticonderoga,Ticonderoga,1,1-4,f
new-york,tonawanda,Tonawanda,1,1-4,f
new-york,trumansburg,Trumansburg,1,1-4,f
new-york,tuckahoe,Tuckahoe,1,1-4,f
new-york,tully,Tully,1,1-4,f
new-york,uniondale,Uniondale,1,1-4,f
new-york,valhalla,Valhalla,1,1-4,f
new-york,walton,Walton,1,1-4,f
new-york,wampsville,Wampsville,1,1-4,f
new-york,wappingers-falls,Wappingers Falls,1,1-4,f
new-york,waterloo,Waterloo,1,1-4,f
new-york,waverly,Waverly,1,1-4,f
new-york,webster,Webster,1,1-4,f
new-york,west-babylon,West Babylon,1,1-4,f
new-york,west-kill,West Kill,1,1-4,f
new-york,westbury,Westbury,1,1-4,f
new-york,westhampton-beach,Westhampton Beach,1,1-4,f
new-york,williamson,Williamson,1,1-4,f
new-york,wingdale,Wingdale,1,1-4,f
new-york,woodhaven,Woodhaven,1,1-4,f
new-york,woodmere,Woodmere,1,1-4,f
new-york,wyandanch,Wyandanch,1,1-4,f
new-york,yorktown-heights,Yorktown Heights,1,1-4,f
north-carolina,apex,Apex,1,1-4,f
north-carolina,arden,Arden,1,1-4,f
north-carolina,ayden,Ayden,1,1-4,f
north-carolina,bakersville,Bakersville,1,1-4,f
north-carolina,bayboro,Bayboro,1,1-4,f
north-carolina,benson,Benson,1,1-4,f
north-carolina,bethel,Bethel,1,1-4,f
north-carolina,black-mountain,Black Mountain,1,1-4,f
north-carolina,brasstown,Brasstown,1,1-4,f
north-carolina,burgaw,Burgaw,1,1-4,f
north-carolina,camp-lejeune,Camp Lejeune,1,1-4,f
north-carolina,candler,Candler,1,1-4,f
north-carolina,carrboro,Carrboro,1,1-4,f
north-carolina,clayton,Clayton,1,1-4,f
north-carolina,clinton,Clinton,1,1-4,f
north-carolina,clyde,Clyde,1,1-4,f
north-carolina,connelly-springs,Connelly Springs,1,1-4,f
north-carolina,creedmoor,Creedmoor,1,1-4,f
north-carolina,dallas,Dallas,1,1-4,f
north-carolina,davidson,Davidson,1,1-4,f
north-carolina,dunn,Dunn,1,1-4,f
north-carolina,eden,Eden,1,1-4,f
north-carolina,elizabethtown,Elizabethtown,1,1-4,f
north-carolina,ellenboro,Ellenboro,1,1-4,f
north-carolina,elm-city,Elm City,1,1-4,f
north-carolina,erwin,Erwin,1,1-4,f
north-carolina,forest-city,Forest City,1,1-4,f
north-carolina,franklin,Franklin,1,1-4,f
north-carolina,fuquay-varina,Fuquay Varina,1,1-4,f
north-carolina,garner,Garner,1,1-4,f
north-carolina,gold-hill,Gold Hill,1,1-4,f
north-carolina,graham,Graham,1,1-4,f
north-carolina,hookerton,Hookerton,1,1-4,f
north-carolina,huntersville,Huntersville,1,1-4,f
north-carolina,indian-trail,Indian Trail,1,1-4,f
north-carolina,jamestown,Jamestown,1,1-4,f
north-carolina,jefferson,Jefferson,1,1-4,f
north-carolina,kenansville,Kenansville,1,1-4,f
north-carolina,king,King,1,1-4,f
north-carolina,kitty-hawk,Kitty Hawk,1,1-4,f
north-carolina,landis,Landis,1,1-4,f
north-carolina,leland,Leland,1,1-4,f
north-carolina,linville,Linville,1,1-4,f
north-carolina,louisburg,Louisburg,1,1-4,f
north-carolina,marshall,Marshall,1,1-4,f
north-carolina,mills-river,Mills River,1,1-4,f
north-carolina,morrisville,Morrisville,1,1-4,f
north-carolina,nags-head,Nags Head,1,1-4,f
north-carolina,norlina,Norlina,1,1-4,f
north-carolina,old-fort,Old Fort,1,1-4,f
north-carolina,orrum,Orrum,1,1-4,f
north-carolina,pittsboro,Pittsboro,1,1-4,f
north-carolina,pleasant-hill,Pleasant Hill,1,1-4,f
north-carolina,plymouth,Plymouth,1,1-4,f
north-carolina,richlands,Richlands,1,1-4,f
north-carolina,ridgecrest,Ridgecrest,1,1-4,f
north-carolina,rose-hill,Rose Hill,1,1-4,f
north-carolina,rowland,Rowland,1,1-4,f
north-carolina,scotland-neck,Scotland Neck,1,1-4,f
north-carolina,sealevel,Sealevel,1,1-4,f
north-carolina,selma,Selma,1,1-4,f
north-carolina,sparta,Sparta,1,1-4,f
north-carolina,spring-lake,Spring Lake,1,1-4,f
north-carolina,supply,Supply,1,1-4,f
north-carolina,swansboro,Swansboro,1,1-4,f
north-carolina,troy,Troy,1,1-4,f
north-carolina,valdese,Valdese,1,1-4,f
north-carolina,wade,Wade,1,1-4,f
north-carolina,wallace,Wallace,1,1-4,f
north-carolina,walnut-cove,Walnut Cove,1,1-4,f
north-carolina,washington,Washington,1,1-4,f
north-carolina,waynesville,Waynesville,1,1-4,f
north-carolina,weaverville,Weaverville,1,1-4,f
north-carolina,wendell,Wendell,1,1-4,f
north-carolina,west-jefferson,West Jefferson,1,1-4,f
north-carolina,youngsville,Youngsville,1,1-4,f
north-dakota,arnegard,Arnegard,1,1-4,f
north-dakota,bottineau,Bottineau,1,1-4,f
north-dakota,cando,Cando,1,1-4,f
north-dakota,carrington,Carrington,1,1-4,f
north-dakota,fort-yates,Fort Yates,1,1-4,f
north-dakota,grafton,Grafton,1,1-4,f
north-dakota,jamestown,Jamestown,1,1-4,f
north-dakota,larimore,Larimore,1,1-4,f
north-dakota,lisbon,Lisbon,1,1-4,f
north-dakota,mandan,Mandan,1,1-4,f
north-dakota,parshall,Parshall,1,1-4,f
north-dakota,wahpeton,Wahpeton,1,1-4,f
north-dakota,west-fargo,West Fargo,1,1-4,f
ohio,amelia,Amelia,1,1-4,f
ohio,andover,Andover,1,1-4,f
ohio,aurora,Aurora,1,1-4,f
ohio,austintown,Austintown,1,1-4,f
ohio,bellefontaine,Bellefontaine,1,1-4,f
ohio,belpre,Belpre,1,1-4,f
ohio,bluffton,Bluffton,1,1-4,f
ohio,brecksville,Brecksville,1,1-4,f
ohio,bridgeport,Bridgeport,1,1-4,f
ohio,brilliant,Brilliant,1,1-4,f
ohio,brunswick,Brunswick,1,1-4,f
ohio,bucyrus,Bucyrus,1,1-4,f
ohio,byesville,Byesville,1,1-4,f
ohio,carrollton,Carrollton,1,1-4,f
ohio,celina,Celina,1,1-4,f
ohio,chesterland,Chesterland,1,1-4,f
ohio,clinton,Clinton,1,1-4,f
ohio,conneaut,Conneaut,1,1-4,f
ohio,danville,Danville,1,1-4,f
ohio,enon,Enon,1,1-4,f
ohio,fairlawn,Fairlawn,1,1-4,f
ohio,fayette,Fayette,1,1-4,f
ohio,galion,Galion,1,1-4,f
ohio,geneva,Geneva,1,1-4,f
ohio,green-springs,Green Springs,1,1-4,f
ohio,green-township,Green Township,1,1-4,f
ohio,greenfield,Greenfield,1,1-4,f
ohio,groveport,Groveport,1,1-4,f
ohio,harrison,Harrison,1,1-4,f
ohio,holland,Holland,1,1-4,f
ohio,lakewood,Lakewood,1,1-4,f
ohio,little-hocking,Little Hocking,1,1-4,f
ohio,london,London,1,1-4,f
ohio,loudonville,Loudonville,1,1-4,f
ohio,loveland,Loveland,1,1-4,f
ohio,maple-heights,Maple Heights,1,1-4,f
ohio,martins-ferry,Martins Ferry,1,1-4,f
ohio,marysville,Marysville,1,1-4,f
ohio,mc-dermott,,1,1-4,f
ohio,mcarthur,McArthur,1,1-4,f
ohio,mcconnelsville,McConnelsville,1,1-4,f
ohio,mcdermott,McDermott,1,1-4,f
ohio,middle-point,Middle Point,1,1-4,f
ohio,middleport,Middleport,1,1-4,f
ohio,millersburg,Millersburg,1,1-4,f
ohio,mineral-ridge,Mineral Ridge,1,1-4,f
ohio,north-baltimore,North Baltimore,1,1-4,f
ohio,north-lima,North Lima,1,1-4,f
ohio,north-olmsted,North Olmsted,1,1-4,f
ohio,northfield,Northfield,1,1-4,f
ohio,old-washington,Old Washington,1,1-4,f
ohio,orrville,Orrville,1,1-4,f
ohio,ottawa,Ottawa,1,1-4,f
ohio,oxford,Oxford,1,1-4,f
ohio,pataskala,Pataskala,1,1-4,f
ohio,paulding,Paulding,1,1-4,f
ohio,piketon,Piketon,1,1-4,f
ohio,pomeroy,Pomeroy,1,1-4,f
ohio,port-clinton,Port Clinton,1,1-4,f
ohio,rittman,Rittman,1,1-4,f
ohio,rock-creek,Rock Creek,1,1-4,f
ohio,sherrodsville,Sherrodsville,1,1-4,f
ohio,south-point,South Point,1,1-4,f
ohio,stow,Stow,1,1-4,f
ohio,strongsville,Strongsville,1,1-4,f
ohio,struthers,Struthers,1,1-4,f
ohio,sylvania,Sylvania,1,1-4,f
ohio,tallmadge,Tallmadge,1,1-4,f
ohio,thornville,Thornville,1,1-4,f
ohio,tipp-city,Tipp City,1,1-4,f
ohio,uhrichsville,Uhrichsville,1,1-4,f
ohio,vandalia,Vandalia,1,1-4,f
ohio,vincent,Vincent,1,1-4,f
ohio,vinton,Vinton,1,1-4,f
ohio,wadsworth,Wadsworth,1,1-4,f
ohio,washington-court-house,Washington Court House,1,1-4,f
ohio,west-liberty,West Liberty,1,1-4,f
ohio,west-portsmouth,West Portsmouth,1,1-4,f
ohio,west-union,West Union,1,1-4,f
ohio,west-unity,West Unity,1,1-4,f
ohio,willard,Willard,1,1-4,f
oklahoma,afton,Afton,1,1-4,f
oklahoma,altus,Altus,1,1-4,f
oklahoma,alva,Alva,1,1-4,f
oklahoma,antlers,Antlers,1,1-4,f
oklahoma,atoka,Atoka,1,1-4,f
oklahoma,bethany,Bethany,1,1-4,f
oklahoma,blackwell,Blackwell,1,1-4,f
oklahoma,canadian,Canadian,1,1-4,f
oklahoma,chandler,Chandler,1,1-4,f
oklahoma,chickasha,Chickasha,1,1-4,f
oklahoma,choctaw,Choctaw,1,1-4,f
oklahoma,claremore,Claremore,1,1-4,f
oklahoma,cleveland,Cleveland,1,1-4,f
oklahoma,coweta,Coweta,1,1-4,f
oklahoma,cushing,Cushing,1,1-4,f
oklahoma,fairview,Fairview,1,1-4,f
oklahoma,fort-supply,Fort Supply,1,1-4,f
oklahoma,guthrie,Guthrie,1,1-4,f
oklahoma,guymon,Guymon,1,1-4,f
oklahoma,heavener,Heavener,1,1-4,f
oklahoma,hobart,Hobart,1,1-4,f
oklahoma,kingfisher,Kingfisher,1,1-4,f
oklahoma,konawa,Konawa,1,1-4,f
oklahoma,maud,Maud,1,1-4,f
oklahoma,mcloud,McLoud,1,1-4,f
oklahoma,mead,Mead,1,1-4,f
oklahoma,pauls-valley,Pauls Valley,1,1-4,f
oklahoma,pawhuska,Pawhuska,1,1-4,f
oklahoma,perry,Perry,1,1-4,f
oklahoma,pryor,Pryor,1,1-4,f
oklahoma,roland,Roland,1,1-4,f
oklahoma,stilwell,Stilwell,1,1-4,f
oklahoma,talihina,Talihina,1,1-4,f
oklahoma,tecumseh,Tecumseh,1,1-4,t
oklahoma,valliant,Valliant,1,1-4,f
oklahoma,vian,Vian,1,1-4,f
oklahoma,vinita,Vinita,1,1-4,f
oklahoma,watonga,Watonga,1,1-4,f
oklahoma,wilburton,Wilburton,1,1-4,f
oklahoma,woodward,Woodward,1,1-4,f
oklahoma,wyandotte,Wyandotte,1,1-4,f
oklahoma,yukon,Yukon,1,1-4,f
oregon,ashland,Ashland,1,1-4,f
oregon,bandon,Bandon,1,1-4,f
oregon,boardman,Boardman,1,1-4,f
oregon,brookings,Brookings,1,1-4,f
oregon,canby,Canby,1,1-4,f
oregon,cave-junction,Cave Junction,1,1-4,f
oregon,condon,Condon,1,1-4,f
oregon,denton,,1,1-4,f
oregon,fairview,Fairview,1,1-4,f
oregon,fall-creek,Fall Creek,1,1-4,f
oregon,fossil,Fossil,1,1-4,f
oregon,gladstone,Gladstone,1,1-4,f
oregon,gold-beach,Gold Beach,1,1-4,f
oregon,gresham,Gresham,1,1-4,f
oregon,harrisburg,Harrisburg,1,1-4,f
oregon,heppner,Heppner,1,1-4,f
oregon,hines,Hines,1,1-4,f
oregon,jefferson,Jefferson,1,1-4,f
oregon,john-day,John Day,1,1-4,f
oregon,joseph,Joseph,1,1-4,f
oregon,la-pine,La Pine,1,1-4,f
oregon,lincoln-city,Lincoln City,1,1-4,f
oregon,madras,Madras,1,1-4,f
oregon,milton-freewater,Milton Freewater,1,1-4,f
oregon,milwaukie,Milwaukie,1,1-4,f
oregon,monmouth,Monmouth,1,1-4,f
oregon,north-bend,North Bend,1,1-4,f
oregon,phoenix,Phoenix,1,1-4,f
oregon,sandy,Sandy,1,1-4,f
oregon,scappoose,Scappoose,1,1-4,f
oregon,seaside,Seaside,1,1-4,f
oregon,shedd,Shedd,1,1-4,f
oregon,siletz,Siletz,1,1-4,f
oregon,sweet-home,Sweet Home,1,1-4,f
oregon,the-dalles,The Dalles,1,1-4,f
oregon,tillamook,Tillamook,1,1-4,f
oregon,toledo,Toledo,1,1-4,f
oregon,wallowa,Wallowa,1,1-4,f
oregon,wasco,Wasco,1,1-4,f
oregon,west-linn,West Linn,1,1-4,f
oregon,woodburn,Woodburn,1,1-4,f
pennsylvania,allenwood,Allenwood,1,1-4,f
pennsylvania,ambridge,Ambridge,1,1-4,f
pennsylvania,ardmore,Ardmore,1,1-4,f
pennsylvania,ashland,Ashland,1,1-4,f
pennsylvania,bala-cynwyd,Bala Cynwyd,1,1-4,f
pennsylvania,bally,Bally,1,1-4,f
pennsylvania,beavertown,Beavertown,1,1-4,f
pennsylvania,berwick,Berwick,1,1-4,f
pennsylvania,berwyn,Berwyn,1,1-4,f
pennsylvania,brookhaven,Brookhaven,1,1-4,f
pennsylvania,bryn-mawr,Bryn Mawr,1,1-4,f
pennsylvania,burgettstown,Burgettstown,1,1-4,f
pennsylvania,carlisle,Carlisle,1,1-4,f
pennsylvania,carmichaels,Carmichaels,1,1-4,f
pennsylvania,centre-hall,Centre Hall,1,1-4,f
pennsylvania,chalfont,Chalfont,1,1-4,f
pennsylvania,charleroi,Charleroi,1,1-4,f
pennsylvania,clarks-summit,Clarks Summit,1,1-4,f
pennsylvania,coalport,Coalport,1,1-4,f
pennsylvania,colmar,Colmar,1,1-4,f
pennsylvania,columbia,Columbia,1,1-4,f
